order,suborder,superfamily,superfamily_clade,family,subfamily_clade,genus,clade,taxon
testudines,pleurodira,pleurodira_chelidae,pleurodira_chelidae_sub,chelidae,chelodininae,rheodytes,rheodytes_clade,rheodytes leukops
testudines,pleurodira,pleurodira_chelidae,pleurodira_chelidae_sub,chelidae,hydromedusinae,hydromedusa,hydromedusa_clade,hydromedusa maximiliani
testudines,pleurodira,pleurodira_chelidae,pleurodira_chelidae_sub,chelidae,hydromedusinae,hydromedusa,hydromedusa_clade,hydromedusa tectifera
testudines,pleurodira,pleurodira_chelidae,pleurodira_chelidae_sub,chelidae,pseudemydura,pseudemydura,pseudemydura_clade,pseudemydura umbrina
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelomedusa,pelomedusa,pelomedusa_clade,pelomedusa barbata
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelomedusa,pelomedusa,pelomedusa_clade,pelomedusa galeata
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelomedusa,pelomedusa,pelomedusa_clade,pelomedusa gehafie
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelomedusa,pelomedusa,pelomedusa_clade,pelomedusa kobe
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelomedusa,pelomedusa,pelomedusa_clade,pelomedusa neumanni
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelomedusa,pelomedusa,pelomedusa_clade,pelomedusa olivacea
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelomedusa,pelomedusa,pelomedusa_clade,pelomedusa schweinfurthi
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelomedusa,pelomedusa,pelomedusa_clade,pelomedusa somalica
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelomedusa,pelomedusa,pelomedusa_clade,pelomedusa subrufa
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelomedusa,pelomedusa,pelomedusa_clade,pelomedusa variabilis
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelusios,pelusios,pelusios_clade,pelusios adansonii
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelusios,pelusios,pelusios_clade,pelusios bechuanicus
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelusios,pelusios,pelusios_clade,pelusios broadleyi
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelusios,pelusios,pelusios_clade,pelusios carinatus
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelusios,pelusios,pelusios_clade,pelusios castaneus
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelusios,pelusios,pelusios_clade,pelusios castanoides
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelusios,pelusios,pelusios_clade,pelusios chapini
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelusios,pelusios,pelusios_clade,pelusios cupulatta
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelusios,pelusios,pelusios_clade,pelusios gabonensis
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelusios,pelusios,pelusios_clade,pelusios marani
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelusios,pelusios,pelusios_clade,pelusios nanus
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelusios,pelusios,pelusios_clade,pelusios niger
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelusios,pelusios,pelusios_clade,pelusios rhodesianus
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelusios,pelusios,pelusios_clade,pelusios sinuatus
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelusios,pelusios,pelusios_clade,pelusios subniger
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelusios,pelusios,pelusios_clade,pelusios upembae
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,pelomedusidae,pelusios,pelusios,pelusios_clade,pelusios williamsi
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,podocnemididae,podocnemidoidae,erymnochelys,erymnochelys_clade,erymnochelys madagascariensis
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,podocnemididae,podocnemidoidae,peltocephalus,peltocephalus_clade,peltocephalus dumerilianus
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,podocnemididae,podocnemidoidae,podocnemis,podocnemis_clade,podocnemis erythrocephala
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,podocnemididae,podocnemidoidae,podocnemis,podocnemis_clade,podocnemis expansa
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,podocnemididae,podocnemidoidae,podocnemis,podocnemis_clade,podocnemis lewyana
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,podocnemididae,podocnemidoidae,podocnemis,podocnemis_clade,podocnemis sextuberculata
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,podocnemididae,podocnemidoidae,podocnemis,podocnemis_clade,podocnemis unifilis
testudines,pleurodira,pleurodira_pelo_podo,pelomedusoides,podocnemididae,podocnemidoidae,podocnemis,podocnemis_clade,podocnemis vogli
Testudines,Geoemydidae,Vijayachelys,Vijayachelys_clade,Vijayachelys silvatica,,,,
Testudines,Emydidae,Trachemys,Trachemys_clade,trachemys scripta elegans,,,,
Testudines,Emydidae,Trachemys,Trachemys_clade,trachemys scripta scripta,,,,
